sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
45,गोरखा दरबार नेपालको ऐतिहासिक सम्पदामध्ये एक हो।,Standard Nepali,"{""entities"": [{""text"": ""गोरखा दरबार"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""गोरखा दरबार"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'गोरखा दरबार', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'गोरखा दरबार', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
46,रारा ताल मुगु जिल्लामा अवस्थित नेपालको सबैभन्दा ठूलो ताल हो।,Standard Nepali,"{""entities"": [{""text"": ""रारा ताल"", ""type"": ""LOC""}, {""text"": ""मुगु"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रारा ताल"", ""type"": ""LOC""}, {""text"": ""मुगु"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रारा ताल', 'type': 'LOC'}, {'text': 'मुगु', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'रारा ताल', 'type': 'LOC'}, {'text': 'मुगु', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
47,भक्तपुर दरबार स्क्वायर युनेस्कोको विश्व सम्पदा सूचीमा सूचीकृत छ।,Standard Nepali,"{""entities"": [{""text"": ""भक्तपुर दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""युनेस्को"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""युनेस्को"", ""type"": ""ORG""}]}","{'entities': [{'text': 'भक्तपुर दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'युनेस्को', 'type': 'ORG'}]}","{'entities': [{'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'युनेस्को', 'type': 'ORG'}]}"
48,चितवन राष्ट्रिय निकुञ्ज नेपालको पहिलो राष्ट्रिय निकुञ्ज हो।,Standard Nepali,"{""entities"": [{""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
49,पाटन दरबार स्क्वायर ललितपुर जिल्लामा अवस्थित छ।,Standard Nepali,"{""entities"": [{""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}, {""text"": ""जिल्ला"", ""type"": ""MISC""}]}","{'entities': [{'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}, {'text': 'जिल्ला', 'type': 'MISC'}]}"
50,कर्णाली नदी नेपालको सबैभन्दा लामो नदी हो।,Standard Nepali,"{""entities"": [{""text"": ""कर्णाली नदी"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कर्णाली नदी"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कर्णाली नदी', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'कर्णाली नदी', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
51,इलाम आफ्नो हरियो चिया बगानका लागि प्रसिद्ध छ।,Standard Nepali,"{""entities"": [{""text"": ""इलाम"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""इलाम"", ""type"": ""LOC""}]}","{'entities': [{'text': 'इलाम', 'type': 'LOC'}]}","{'entities': [{'text': 'इलाम', 'type': 'LOC'}]}"
52,मुक्तिनाथ मन्दिर मुस्ताङ जिल्लामा अवस्थित एक पवित्र तीर्थस्थल हो।,Standard Nepali,"{""entities"": [{""text"": ""मुक्तिनाथ मन्दिर"", ""type"": ""LOC""}, {""text"": ""मुस्ताङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मुक्तिनाथ मन्दिर"", ""type"": ""LOC""}, {""text"": ""मुस्ताङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मुक्तिनाथ मन्दिर', 'type': 'LOC'}, {'text': 'मुस्ताङ', 'type': 'LOC'}]}","{'entities': [{'text': 'मुक्तिनाथ मन्दिर', 'type': 'LOC'}, {'text': 'मुस्ताङ', 'type': 'LOC'}]}"
53,खप्तड राष्ट्रिय निकुञ्ज सुदूरपश्चिम प्रदेशमा पर्दछ।,Standard Nepali,"{""entities"": [{""text"": ""खप्तड राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""खप्तड राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खप्तड राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'खप्तड राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}"
54,तिलौराकोट कपिलवस्तु जिल्लामा अवस्थित ऐतिहासिक स्थल हो।,Standard Nepali,"{""entities"": [{""text"": ""तिलौराकोट"", ""type"": ""LOC""}, {""text"": ""कपिलवस्तु"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""तिलौराकोट"", ""type"": ""LOC""}, {""text"": ""कपिलवस्तु"", ""type"": ""LOC""}]}","{'entities': [{'text': 'तिलौराकोट', 'type': 'LOC'}, {'text': 'कपिलवस्तु', 'type': 'LOC'}]}","{'entities': [{'text': 'तिलौराकोट', 'type': 'LOC'}, {'text': 'कपिलवस्तु', 'type': 'LOC'}]}"
55,स्वयम्भूनाथ स्तूप काठमाडौं उपत्यकाको प्रमुख धार्मिक स्थल हो।,Standard Nepali,"{""entities"": [{""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}, {""text"": ""काठमाडौं उपत्यका"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""उपत्यका"", ""type"": ""LOC""}]}","{'entities': [{'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}, {'text': 'काठमाडौं उपत्यका', 'type': 'LOC'}]}","{'entities': [{'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'उपत्यका', 'type': 'LOC'}]}"
56,हिमालय पर्वत शृंखला एशियाको उत्तर भागमा फैलिएको छ।,Standard Nepali,"{""entities"": [{""text"": ""हिमालय पर्वत शृंखला"", ""type"": ""LOC""}, {""text"": ""एशिया"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""हिमालय पर्वत शृंखला"", ""type"": ""LOC""}, {""text"": ""एशिया"", ""type"": ""LOC""}]}","{'entities': [{'text': 'हिमालय पर्वत शृंखला', 'type': 'LOC'}, {'text': 'एशिया', 'type': 'LOC'}]}","{'entities': [{'text': 'हिमालय पर्वत शृंखला', 'type': 'LOC'}, {'text': 'एशिया', 'type': 'LOC'}]}"
57,कोशी टप्पु वन्यजन्तु आरक्ष सुनसरी जिल्लामा अवस्थित छ।,Standard Nepali,"{""entities"": [{""text"": ""कोशी टप्पु वन्यजन्तु आरक्ष"", ""type"": ""LOC""}, {""text"": ""सुनसरी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कोशी टप्पु"", ""type"": ""LOC""}, {""text"": ""सुनसरी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कोशी टप्पु वन्यजन्तु आरक्ष', 'type': 'LOC'}, {'text': 'सुनसरी', 'type': 'LOC'}]}","{'entities': [{'text': 'कोशी टप्पु', 'type': 'LOC'}, {'text': 'सुनसरी', 'type': 'LOC'}]}"
58,मनकामना मन्दिर गोरखा जिल्लामा अवस्थित प्रसिद्ध धार्मिक स्थल हो।,Standard Nepali,"{""entities"": [{""text"": ""मनकामना मन्दिर"", ""type"": ""LOC""}, {""text"": ""गोरखा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मनकामना मन्दिर"", ""type"": ""LOC""}, {""text"": ""गोरखा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मनकामना मन्दिर', 'type': 'LOC'}, {'text': 'गोरखा', 'type': 'LOC'}]}","{'entities': [{'text': 'मनकामना मन्दिर', 'type': 'LOC'}, {'text': 'गोरखा', 'type': 'LOC'}]}"
59,दार्चुला जिल्लाबाट महाकाली नदी बग्दछ।,Standard Nepali,"{""entities"": [{""text"": ""दार्चुला"", ""type"": ""LOC""}, {""text"": ""महाकाली नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""दार्चुला"", ""type"": ""LOC""}, {""text"": ""महाकाली नदी"", ""type"": ""LOC""}]}","{'entities': [{'text': 'दार्चुला', 'type': 'LOC'}, {'text': 'महाकाली नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'दार्चुला', 'type': 'LOC'}, {'text': 'महाकाली नदी', 'type': 'LOC'}]}"
60,तिहार नेपालभरि मनाइने महत्वपूर्ण सांस्कृतिक पर्व हो।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""तिहार"", ""type"": ""MISC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'तिहार', 'type': 'MISC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
61,जनकपुरधाममा आयोजित रामजानकी महोत्सवमा हजारौँ भक्तजन सहभागी भएका छन्।,Standard Nepali,"{""entities"": [{""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""रामजानकी महोत्सव"", ""type"": ""MISC""}]}","{""entities"": [{""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""रामजानकी महोत्सव"", ""type"": ""MISC""}]}","{'entities': [{'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'रामजानकी महोत्सव', 'type': 'MISC'}]}","{'entities': [{'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'रामजानकी महोत्सव', 'type': 'MISC'}]}"
62,नेपाल विद्युत प्राधिकरणले धरानमा नयाँ सबस्टेशन सञ्चालनमा ल्याएको छ।,Standard Nepali,"{""entities"": [{""text"": ""नेपाल विद्युत प्राधिकरण"", ""type"": ""ORG""}, {""text"": ""धरान"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल विद्युत प्राधिकरण"", ""type"": ""ORG""}, {""text"": ""धरान"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल विद्युत प्राधिकरण', 'type': 'ORG'}, {'text': 'धरान', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल विद्युत प्राधिकरण', 'type': 'ORG'}, {'text': 'धरान', 'type': 'LOC'}]}"
