sentence_id,text,language,ground_truth,predicted,gt_entities,pred_entities
45,गोरखा दरबार नेपालको ऐतिहासिक सम्पदामध्ये एक हो।,Achhami Dialect,"{""entities"": [{""text"": ""गोरखा दरबार"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""गोरखा दरबार"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'गोरखा दरबार', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'गोरखा दरबार', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
46,रारा ताल मुगु जिल्लामा भयाको  नेपालको सबभन्दा ठूलो ताल हो।,Achhami Dialect,"{""entities"": [{""text"": ""रारा ताल"", ""type"": ""LOC""}, {""text"": ""मुगु"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""रारा ताल"", ""type"": ""LOC""}, {""text"": ""मुगु"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'रारा ताल', 'type': 'LOC'}, {'text': 'मुगु', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'रारा ताल', 'type': 'LOC'}, {'text': 'मुगु', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
47,भक्तपुर दरबार स्क्वायर युनेस्कोको विश्व सम्पदा सूचीमा सूचीकृत छ।,Achhami Dialect,"{""entities"": [{""text"": ""भक्तपुर दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""युनेस्को"", ""type"": ""ORG""}]}","{""entities"": [{""text"": ""भक्तपुर"", ""type"": ""LOC""}, {""text"": ""दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""युनेस्को"", ""type"": ""ORG""}]}","{'entities': [{'text': 'भक्तपुर दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'युनेस्को', 'type': 'ORG'}]}","{'entities': [{'text': 'भक्तपुर', 'type': 'LOC'}, {'text': 'दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'युनेस्को', 'type': 'ORG'}]}"
48,चितवन राष्ट्रिय निकुञ्ज नेपालको पहिलो राष्ट्रिय निकुञ्ज हो।,Achhami Dialect,"{""entities"": [{""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""चितवन राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'चितवन राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
49,पाटन दरबार स्क्वायर ललितपुर जिल्लामा  छ।,Achhami Dialect,"{""entities"": [{""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""पाटन दरबार स्क्वायर"", ""type"": ""LOC""}, {""text"": ""ललितपुर"", ""type"": ""LOC""}]}","{'entities': [{'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}","{'entities': [{'text': 'पाटन दरबार स्क्वायर', 'type': 'LOC'}, {'text': 'ललितपुर', 'type': 'LOC'}]}"
50,कर्नाली घाट  नेपालको सबभन्दा लामो घाट हो।,Achhami Dialect,"{""entities"": [{""text"": ""कर्णाली नदी"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कर्नाली घाट"", ""type"": ""LOC""}, {""text"": ""नेपाल"", ""type"": ""LOC""}]}","{'entities': [{'text': 'कर्णाली नदी', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'कर्नाली घाट', 'type': 'LOC'}, {'text': 'नेपाल', 'type': 'LOC'}]}"
51,इलाम आफ्नु  हर्यो  चिया बगानका लागि जान्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""इलाम"", ""type"": ""LOC""}]}","{""entities"": []}","{'entities': [{'text': 'इलाम', 'type': 'LOC'}]}",{'entities': []}
52,मुक्तिनाथ मन्दिर मुस्ताङ जिल्लामा भयाको  एक पवित्र तीर्थ हो ।,Achhami Dialect,"{""entities"": [{""text"": ""मुक्तिनाथ मन्दिर"", ""type"": ""LOC""}, {""text"": ""मुस्ताङ"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मुक्तिनाथ मन्दिर"", ""type"": ""LOC""}, {""text"": ""मुस्ताङ"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मुक्तिनाथ मन्दिर', 'type': 'LOC'}, {'text': 'मुस्ताङ', 'type': 'LOC'}]}","{'entities': [{'text': 'मुक्तिनाथ मन्दिर', 'type': 'LOC'}, {'text': 'मुस्ताङ', 'type': 'LOC'}]}"
53,खप्तड राष्ट्रिय निकुञ्ज सुदूरपश्चिम प्रदेशमा पड्दो छ ।,Achhami Dialect,"{""entities"": [{""text"": ""खप्तड राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""खप्तड राष्ट्रिय निकुञ्ज"", ""type"": ""LOC""}, {""text"": ""सुदूरपश्चिम प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'खप्तड राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'खप्तड राष्ट्रिय निकुञ्ज', 'type': 'LOC'}, {'text': 'सुदूरपश्चिम प्रदेश', 'type': 'LOC'}]}"
54,तिलौराकोट कपिलवस्तु जिल्लामा भयाको  ऐतिहासिक ठौर  हो।,Achhami Dialect,"{""entities"": [{""text"": ""तिलौराकोट"", ""type"": ""LOC""}, {""text"": ""कपिलवस्तु"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""तिलौराकोट"", ""type"": ""LOC""}, {""text"": ""कपिलवस्तु"", ""type"": ""LOC""}]}","{'entities': [{'text': 'तिलौराकोट', 'type': 'LOC'}, {'text': 'कपिलवस्तु', 'type': 'LOC'}]}","{'entities': [{'text': 'तिलौराकोट', 'type': 'LOC'}, {'text': 'कपिलवस्तु', 'type': 'LOC'}]}"
55,स्वयम्भूनाथ स्तूप काठमाडौं उपत्यकाको मूख्य  धार्मिक ठौर  हो।,Achhami Dialect,"{""entities"": [{""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}, {""text"": ""काठमाडौं उपत्यका"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""स्वयम्भूनाथ स्तूप"", ""type"": ""LOC""}, {""text"": ""काठमाडौं"", ""type"": ""LOC""}, {""text"": ""उपत्यका"", ""type"": ""LOC""}]}","{'entities': [{'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}, {'text': 'काठमाडौं उपत्यका', 'type': 'LOC'}]}","{'entities': [{'text': 'स्वयम्भूनाथ स्तूप', 'type': 'LOC'}, {'text': 'काठमाडौं', 'type': 'LOC'}, {'text': 'उपत्यका', 'type': 'LOC'}]}"
56,हिमालय पर्वत शृंखला एशियाको उत्तर तिर  फैल्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""हिमालय पर्वत शृंखला"", ""type"": ""LOC""}, {""text"": ""एशिया"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""हिमालय पर्वत शृंखला"", ""type"": ""LOC""}, {""text"": ""एशिया"", ""type"": ""LOC""}]}","{'entities': [{'text': 'हिमालय पर्वत शृंखला', 'type': 'LOC'}, {'text': 'एशिया', 'type': 'LOC'}]}","{'entities': [{'text': 'हिमालय पर्वत शृंखला', 'type': 'LOC'}, {'text': 'एशिया', 'type': 'LOC'}]}"
57,कोशी टप्पु वन्यजन्तु आरक्ष सुनसरी जिल्लामा  छ।,Achhami Dialect,"{""entities"": [{""text"": ""कोशी टप्पु वन्यजन्तु आरक्ष"", ""type"": ""LOC""}, {""text"": ""सुनसरी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""कोशी टप्पु"", ""type"": ""LOC""}, {""text"": ""सुनसरी"", ""type"": ""LOC""}, {""text"": ""जिल्ला"", ""type"": ""MISC""}]}","{'entities': [{'text': 'कोशी टप्पु वन्यजन्तु आरक्ष', 'type': 'LOC'}, {'text': 'सुनसरी', 'type': 'LOC'}]}","{'entities': [{'text': 'कोशी टप्पु', 'type': 'LOC'}, {'text': 'सुनसरी', 'type': 'LOC'}, {'text': 'जिल्ला', 'type': 'MISC'}]}"
58,मनकामना थान  गोरखा जिल्लामा भयाको  प्रसिद्ध धार्मिक ठौर  हो।,Achhami Dialect,"{""entities"": [{""text"": ""मनकामना मन्दिर"", ""type"": ""LOC""}, {""text"": ""गोरखा"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""मनकामना थान"", ""type"": ""LOC""}, {""text"": ""गोरखा"", ""type"": ""LOC""}]}","{'entities': [{'text': 'मनकामना मन्दिर', 'type': 'LOC'}, {'text': 'गोरखा', 'type': 'LOC'}]}","{'entities': [{'text': 'मनकामना थान', 'type': 'LOC'}, {'text': 'गोरखा', 'type': 'LOC'}]}"
59,दार्चुला जिल्लाबाट महाकाली घाट बग्दो छ ।,Achhami Dialect,"{""entities"": [{""text"": ""दार्चुला"", ""type"": ""LOC""}, {""text"": ""महाकाली नदी"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""दार्चुला"", ""type"": ""LOC""}, {""text"": ""महाकाली घाट"", ""type"": ""LOC""}]}","{'entities': [{'text': 'दार्चुला', 'type': 'LOC'}, {'text': 'महाकाली नदी', 'type': 'LOC'}]}","{'entities': [{'text': 'दार्चुला', 'type': 'LOC'}, {'text': 'महाकाली घाट', 'type': 'LOC'}]}"
60,तिहार नेपालभरि मनाउन्या  महत्वपूर्ण सांस्कृतिक त्यार  हो।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल"", ""type"": ""LOC""}, {""text"": ""तिहार"", ""type"": ""MISC""}]}","{'entities': [{'text': 'नेपाल', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल', 'type': 'LOC'}, {'text': 'तिहार', 'type': 'MISC'}]}"
61,जनकपुरधाममा आयोजित रामजानकी महोत्सवमा हजारौँ भक्तजन आउन्या भयाका छन्।,Achhami Dialect,"{""entities"": [{""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""रामजानकी महोत्सव"", ""type"": ""MISC""}]}","{""entities"": [{""text"": ""जनकपुरधाम"", ""type"": ""LOC""}, {""text"": ""रामजानकी महोत्सव"", ""type"": ""MISC""}]}","{'entities': [{'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'रामजानकी महोत्सव', 'type': 'MISC'}]}","{'entities': [{'text': 'जनकपुरधाम', 'type': 'LOC'}, {'text': 'रामजानकी महोत्सव', 'type': 'MISC'}]}"
62,नेपाल विद्युत प्राधिकरणले धरानमा नौलो  सबस्टेशन सञ्चालनमा ल्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""नेपाल विद्युत प्राधिकरण"", ""type"": ""ORG""}, {""text"": ""धरान"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""नेपाल विद्युत प्राधिकरण"", ""type"": ""ORG""}, {""text"": ""धरान"", ""type"": ""LOC""}]}","{'entities': [{'text': 'नेपाल विद्युत प्राधिकरण', 'type': 'ORG'}, {'text': 'धरान', 'type': 'LOC'}]}","{'entities': [{'text': 'नेपाल विद्युत प्राधिकरण', 'type': 'ORG'}, {'text': 'धरान', 'type': 'LOC'}]}"
63,विराटनगर महानगरपालिकाले कोशी प्रदेशसित  सहकार्य गर्न्या  घोषणा गर्याको  छ।,Achhami Dialect,"{""entities"": [{""text"": ""विराटनगर महानगरपालिका"", ""type"": ""ORG""}, {""text"": ""कोशी प्रदेश"", ""type"": ""LOC""}]}","{""entities"": [{""text"": ""विराटनगर महानगरपालिका"", ""type"": ""ORG""}, {""text"": ""कोशी प्रदेश"", ""type"": ""LOC""}]}","{'entities': [{'text': 'विराटनगर महानगरपालिका', 'type': 'ORG'}, {'text': 'कोशी प्रदेश', 'type': 'LOC'}]}","{'entities': [{'text': 'विराटनगर महानगरपालिका', 'type': 'ORG'}, {'text': 'कोशी प्रदेश', 'type': 'LOC'}]}"
